URL,Brand,Model,Fuel,Gear box,Engine,Category,Average consumption,CO2 emissions,Fiscal power,Power,Number of doors,Price,XX,YY,Index
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/fed07e43d73c829b13d044ccadaec820514a1887/volkswagen-tiguan-carat-ex/,VOLKSWAGEN,TIGUAN,Diesel,manuel,1968.0,SUV,4.9,129.0,8.0,150.0,5,539.0,-15.760523796081543,-3.4784021377563477,49
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/9a9c4c2f8905e0484888c57d5208649f3dd637bc/volkswagen-multivan-edi30/,VOLKSWAGEN,MULTIVAN,Diesel,manuel,1968.0,Minibus,6.6,163.0,9.0,150.0,5,951.0,21.560338973999023,-19.949893951416016,50
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/d70bc16ac6f6fc8b9f1c46f2993eceef2c225e58/volkswagen-golf-3p-carat/,VOLKSWAGEN,GOLF,Eurosuper (Sans plomb),manuel,1498.0,Berline,5.0,114.0,8.0,150.0,3,340.0,11.101141929626465,12.250834465026855,51
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/33a10fcce9793fed82a8937ee9a46b40a1fa686a/volkswagen-multivan-ca.ed/,VOLKSWAGEN,MULTIVAN,Diesel,manuel,1968.0,Minibus,6.6,163.0,9.0,150.0,5,614.0,-10.45976734161377,-17.081239700317383,52
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/85684612dea768cb15bcb63e3884cd9573cba053/volkswagen-golf-3p-confort/,VOLKSWAGEN,GOLF,Diesel,manuel,1968.0,Berline,4.2,109.0,7.0,150.0,3,353.0,1.4722099304199219,30.511390686035156,53
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/9d29a59e1e693ddbd3108040c101bf5a38a02801/volkswagen-arteon-elegance/,VOLKSWAGEN,ARTEON,Diesel,manuel,1968.0,Berline,5.1,114.0,11.0,190.0,5,628.0,-1.3153082132339478,-15.974091529846191,54
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/1c921ed1a50e6cf49242aaf186288081ed1bb0eb/volkswagen-amarok-dc-carat/,VOLKSWAGEN,AMAROK,Diesel,manuel,2967.0,SUV,8.4,220.0,10.0,258.0,4,582.0,6.675686836242676,21.4704532623291,55
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/de022c6e5030f2e105aac8f98fe8e04f3789ad34/volkswagen-amarok-dc-canyo/,VOLKSWAGEN,AMAROK,Diesel,manuel,2967.0,SUV,8.7,235.0,10.0,204.0,4,546.0,0.510312557220459,28.308992385864258,56
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/87eac2e60c9562fbefe13bee0fe56efbc23df466/volkswagen-arteon-elegance/,VOLKSWAGEN,ARTEON,Diesel,manuel,1968.0,Berline,4.5,109.0,8.0,150.0,5,568.0,-15.223432540893555,-9.681253433227539,57
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/df0cb8d5079a56893a795b0b6f742817002d0984/volkswagen-arteon-ele.excl/,VOLKSWAGEN,ARTEON,Eurosuper (Sans plomb),manuel,1498.0,Berline,6.0,126.0,8.0,150.0,5,587.0,15.05804443359375,-21.541770935058594,58
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/8f6a02f66ef93179e5da2c388656bc8900ca2649/volkswagen-arteon-elegance/,VOLKSWAGEN,ARTEON,Diesel,manuel,1968.0,Berline,4.3,108.0,8.0,150.0,5,546.0,-15.788068771362305,-5.02249813079834,59
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/c7fc2ca776c462377f8d4fcc879eae39f8f21a3d/volkswagen-arteon-elegance/,VOLKSWAGEN,ARTEON,Eurosuper (Sans plomb),manuel,1498.0,Berline,6.0,126.0,8.0,150.0,5,538.0,7.762151718139648,-22.25594139099121,60
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/26bae1713c8c8876529c4fd341cf2920570effc9/volkswagen-arteon-ele.excl/,VOLKSWAGEN,ARTEON,Diesel,manuel,1968.0,Berline,4.3,108.0,8.0,150.0,5,595.0,-12.520057678222656,-14.356690406799316,61
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/ac61a99266af8540aeb3a19d452f37fea647a6c2/volkswagen-caddy-conceplin/,VOLKSWAGEN,CADDY,Diesel,manuel,1968.0,Mini,6.2,160.0,7.0,122.0,4,307.0,-3.9029526710510254,34.04914474487305,62
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/9e36f7208933009a35193a8e97fce44e79147425/volkswagen-caddy-trendline/,VOLKSWAGEN,CADDY,Diesel,manuel,1968.0,Mini,6.2,160.0,7.0,122.0,5,333.0,-3.019521951675415,31.90569496154785,63
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/eb6d4fb0bfa2dc3494b3383501f79d3f6f4819e3/volkswagen-golf-5p-connect/,VOLKSWAGEN,GOLF,Diesel,manuel,1598.0,Berline,4.1,100.0,6.0,115.0,5,362.0,-5.296570301055908,13.673699378967285,64
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/3fea6c8e6ff4224c7dae3f6fd52c5b9b96ec76c7/volkswagen-golf-sw-confort/,VOLKSWAGEN,GOLF,Eurosuper (Sans plomb),manuel,1498.0,Break,4.9,113.0,7.0,130.0,5,361.0,5.563209056854248,9.563299179077148,65
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/17e973284cca1bfc7cddc4363dff5dd661d93e1a/volkswagen-golf-3p-connect/,VOLKSWAGEN,GOLF,Eurosuper (Sans plomb),manuel,1498.0,Berline,4.8,110.0,7.0,130.0,3,336.0,8.682185173034668,13.865381240844727,66
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/69d831fa56cf1735f5818d970c4eee4bdeb840ca/volkswagen-golf-3p-carat/,VOLKSWAGEN,GOLF,Eurosuper (Sans plomb),manuel,1498.0,Berline,4.8,110.0,7.0,130.0,3,327.0,8.949593544006348,14.74317455291748,67
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/e863143b3b9e1bd1ef4a5da3c566a53d3dc1c73c/volkswagen-golf-3p-confort/,VOLKSWAGEN,GOLF,Eurosuper (Sans plomb),manuel,1498.0,Berline,4.8,110.0,7.0,130.0,3,304.0,6.653620719909668,20.26763343811035,68
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/a898679c92dca82b5c0a705e77bb2c1ac7b7ad37/volkswagen-caravelle-long/,VOLKSWAGEN,CARAVELLE,Diesel,manuel,1968.0,Minibus,6.9,179.0,9.0,150.0,5,535.0,-15.704424858093262,-2.668529510498047,69
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/7782b498fcb239fcd4d0d7d5f99b4f516bdbdb6a/volkswagen-caravelle-court/,VOLKSWAGEN,CARAVELLE,Diesel,manuel,1968.0,Minibus,6.9,179.0,9.0,150.0,5,525.0,-15.566168785095215,-0.5184003114700317,70
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/5d281690a91427df6e182cc3454551dbca169b53/volkswagen-caravelle-long/,VOLKSWAGEN,CARAVELLE,Diesel,manuel,1968.0,Minibus,6.9,180.0,9.0,150.0,4,500.0,-13.8594331741333,4.707376480102539,71
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/114fb438dc2ff05c402802842b37728905d09c8c/volkswagen-multivan-l-cara/,VOLKSWAGEN,MULTIVAN,Diesel,manuel,1968.0,Minibus,6.7,163.0,9.0,150.0,5,563.0,-15.474353790283203,-8.640789031982422,72
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/fd53af8779ff715171b3bebac81d5e8a57f187cd/volkswagen-multivan-trend/,VOLKSWAGEN,MULTIVAN,Diesel,manuel,1968.0,Minibus,6.7,163.0,9.0,150.0,4,456.0,-6.008901596069336,11.253216743469238,73
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/b3984c008f86a1bc62e090dca70aec38b8aa59b0/volkswagen-passat-sw-alltr/,VOLKSWAGEN,PASSAT,Diesel,manuel,1968.0,Break,5.2,127.0,10.0,190.0,5,522.0,3.8818557262420654,1.0079455375671387,74
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/ec5772f18a47054f51e35d633ebad76b6fbdc991/volkswagen-passat-sw-ca.ex/,VOLKSWAGEN,PASSAT,Diesel,manuel,1968.0,Break,4.3,107.0,8.0,150.0,5,496.0,-13.231578826904297,5.525671005249023,75
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/d101342d0d0864ecff581b71b99aa85d800f7ed3/volkswagen-passat-sw-carat/,VOLKSWAGEN,PASSAT,Diesel,manuel,1968.0,Break,4.3,107.0,8.0,150.0,5,458.0,-6.285885810852051,10.992317199707031,76
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/082125fea03302cc262e420e28694d6d7bc7029a/volkswagen-passat-4p-carat/,VOLKSWAGEN,PASSAT,Diesel,manuel,1968.0,Tri-corps,4.3,109.0,8.0,150.0,4,442.0,-3.743598699569702,13.13277816772461,77
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/8efdc5035f29b9e9c08b24e8d222d885a94edacd/volkswagen-passat-4p-conne/,VOLKSWAGEN,PASSAT,Diesel,manuel,1968.0,Tri-corps,4.3,109.0,8.0,150.0,4,416.0,1.7268950939178467,17.97018814086914,78
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/47942d20ece9c6cda9441cf1108c2ba865819470/volkswagen-polo-5p-r-line/,VOLKSWAGEN,POLO,Eurosuper (Sans plomb),manuel,999.0,Berline,4.6,103.0,5.0,95.0,5,275.0,1.8213287591934204,-1.042127251625061,79
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/3cf1cdf401fdf5058a560cc0745f4759858fbc49/volkswagen-polo-5p-car.exc/,VOLKSWAGEN,POLO,Eurosuper (Sans plomb),manuel,999.0,Berline,4.6,101.0,5.0,95.0,5,272.0,2.364887237548828,-0.3553042411804199,80
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/4b10029d25ab78ee30987c1401f7a732b0bad9d0/volkswagen-polo-5p-connect/,VOLKSWAGEN,POLO,Eurosuper (Sans plomb),manuel,999.0,Berline,4.6,103.0,5.0,95.0,5,273.0,2.1832587718963623,-0.5649142265319824,81
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/7779aaba8f32df9459b1546aec1de136acae1405/volkswagen-polo-5p-carat/,VOLKSWAGEN,POLO,Eurosuper (Sans plomb),manuel,999.0,Berline,4.6,102.0,6.0,115.0,5,267.0,7.4512858390808105,0.02524840645492077,82
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/f0bdaa2749d9fee5b4ece8a55a4d641655e85eba/volkswagen-polo-5p-carat/,VOLKSWAGEN,POLO,Eurosuper (Sans plomb),manuel,999.0,Berline,4.6,101.0,5.0,95.0,5,257.0,5.064305782318115,4.219334125518799,83
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/7d721cfcedde518456e5d341b035776c51dab319/volkswagen-sharan-connect/,VOLKSWAGEN,SHARAN,Eurosuper (Sans plomb),manuel,1390.0,Monospace,6.7,156.0,9.0,150.0,5,473.0,5.086934566497803,-17.784549713134766,84
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/f22ebbc133a5f8b455c08117dfbefcb52f186e16/volkswagen-sharan-confortl/,VOLKSWAGEN,SHARAN,Eurosuper (Sans plomb),manuel,1390.0,Monospace,6.7,156.0,9.0,150.0,5,444.0,2.7262468338012695,-14.132640838623047,85
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/6a31edf048aa4fd055849b711981640633f50e29/volkswagen-tiguan-carat/,VOLKSWAGEN,TIGUAN,Diesel,manuel,1968.0,SUV,4.9,123.0,8.0,150.0,5,502.0,-14.100105285644531,4.304157257080078,86
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/3a534bc6a72668b147ae607678f5b34947cb291f/volkswagen-tiguan-allsp-co/,VOLKSWAGEN,TIGUAN,Diesel,manuel,1968.0,SUV,4.9,124.0,8.0,150.0,5,496.0,-13.231863021850586,5.529736042022705,87
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/d490462a3e7b5c3e5939a541156143a8d3b12ffa/volkswagen-tiguan-confo.bu/,VOLKSWAGEN,TIGUAN,Diesel,manuel,1968.0,SUV,5.3,136.0,8.0,150.0,5,487.0,-11.34788703918457,7.172755718231201,88
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/a9d22b61b01f222c2c5822e5a363a4a12ab15ffa/volkswagen-tiguan-confort/,VOLKSWAGEN,TIGUAN,Diesel,manuel,1968.0,SUV,4.9,123.0,8.0,150.0,5,469.0,-8.051640510559082,9.50875473022461,89
https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/6ca837777800d24c50632ffd7b9d5a32223db7f0/volkswagen-tiguan-trend/,VOLKSWAGEN,TIGUAN,Diesel,manuel,1968.0,SUV,4.8,122.0,8.0,150.0,5,413.0,1.9734119176864624,18.446325302124023,90
