Page title,URL,Brand,Car brand,Gear box,Engine,Category,Average consumption,CO2 emissions,Fiscal power,Number of doors,Price,Imglabel,XX,YY,samples_index
LLD Pro - RENAULT KOLEOS INTENS - DCI175 4X2 XTRO (23069) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/068123834ee6e9e26494739319e979a0cf02a8e2/renault-koleos-intens/,RENAULT KOLEOS INTENS,Diesel,automatique,1995.0,SUV 4x2,5.5 l/100km,146 g/km,10.0,5,555,1062,2.2993593215942383,14.682173728942871,1062
LLD Pro - FORD TRANSIT KO T31L - 2H2 AMB.ECO 130 (13414) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/80ee993da31df5592fd0bfddf256d2c1d0832878/ford-transit-ko-t31l/,FORD TRANSIT KO T31L,Diesel,manuel,1997.0,Combi,6.3 l/100km,179 g/km,8.0,4,460,2542,2.608217716217041,2.9322142601013184,2542
LLD Pro - SUZUKI VITARA S - 1.4BOOSTERJET (00444) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/b61ff6a4128600d69422fb77c26b85c758881110/suzuki-vitara-s/,SUZUKI VITARA S,Eurosuper (Sans plomb),manuel,1373.0,SUV 4x2,5.2 l/100km,121 g/km,7.0,5,258,759,26.258373260498047,-15.16457748413086,759
LLD Pro - MERCEDES E COUPE EXECUTI - 220D BA9 (12099) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/98b81eba22e62529a8d35e4bc1124b9397dfe969/mercedes-e-coupe-executi/,MERCEDES E COUPE EXECUTI,Diesel,manuel,1950.0,Coupé 3 portes,4.7 l/100km,123 g/km,10.0,2,728,1749,6.654712200164795,33.71836471557617,1749
LLD Pro - PEUGEOT 2008 GT-LINE - BLUEHDI100 BVM6 (16110) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/15c1244496c26778c0ebb962ede97e3ce2915b17/peugeot-2008-gt-line/,PEUGEOT 2008 GT-LINE,Diesel,manuel,1499.0,SUV 4x2,4 l/100km,98 g/km,5.0,5,304,1149,28.561588287353516,-32.367923736572266,1149
LLD Pro - HONDA CIVIC 5P SPORT - 1.5 IVTEC (01025) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/6b72b4aa8ae8f2f592cd374789c28ffe3e2a487d/honda-civic-5p-sport/,HONDA CIVIC 5P SPORT,Eurosuper (Sans plomb),manuel,1498.0,Berline 5 portes,5.8 l/100km,133 g/km,10.0,5,435,2571,15.185667037963867,-34.645084381103516,2571
LLD Pro - PEUGEOT 308 SW ALLURE - 1.2PURE.110 BVM (15258) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/a5bb575dc77ed1e5434f0ae3414a5b9db81e11fa/peugeot-308-sw-allure/,PEUGEOT 308 SW ALLURE,Eurosuper (Sans plomb),manuel,1199.0,Break 5 portes,4.7 l/100km,108 g/km,7.0,5,356,1166,-32.41358947753906,-7.655392169952393,1166
LLD Pro - MERCEDES B INTUITION - 180 BVA7 (12559) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/f020b1621f95904cd5bca62c5612ad1eb359f7af/mercedes-b-intuition/,MERCEDES B INTUITION,Eurosuper (Sans plomb),manuel,1595.0,Mini monospace 5 portes,6 l/100km,138 g/km,7.0,5,446,1708,-8.888016700744629,-35.1849250793457,1708
LLD Pro - VOLVO V40 MOMENTUM - T3 152 GEARTR.6 (06389) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/317e5e07cf7b29cefb1336689fc92f1037bc6580/volvo-v40-momentum/,VOLVO V40 MOMENTUM,Eurosuper (Sans plomb),manuel,1498.0,Berline 5 portes,5.7 l/100km,132 g/km,8.0,5,366,132,22.68698501586914,-34.71186065673828,132
LLD Pro - PEUGEOT 3008 ACTI.BUSIN - PURETECH130 6C (15765) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/8b1e2c0156c71c489db74bf786282462a4a63cf3/peugeot-3008-acti.busin/,PEUGEOT 3008 ACTI.BUSIN,Eurosuper (Sans plomb),manuel,1199.0,SUV 4x2,5.1 l/100km,118 g/km,7.0,5,331,1203,-33.99402618408203,-7.211607456207275,1203
LLD Pro - INFINITI Q70 PREMIUM TEC - 2.2D 2016 (00170) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/ae7f3e3749afffae7c9093de0a5695e5052ff8fb/infiniti-q70-premium-tec/,INFINITI Q70 PREMIUM TEC,Diesel,manuel,2143.0,Tri-corps 4 portes,4.8 l/100km,124 g/km,9.0,4,761,2401,25.975900650024414,20.930456161499023,2401
LLD Pro - SEAT IBIZA 5P XCELLE - 1.0ECOTSI 115 (03665) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/44a2f2bdf188ad79fca31909b40289f61d78db7a/seat-ibiza-5p-xcelle/,SEAT IBIZA 5P XCELLE,Eurosuper (Sans plomb),manuel,999.0,Berline 5 portes,4.8 l/100km,102 g/km,6.0,5,271,788,-35.75679397583008,27.69277572631836,788
LLD Pro - MERCEDES VITO TOUR.EXTRA - BASE 116CDI E6 (09931) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/ae4efe563cbee210d4d11ed5c60543c170607c76/mercedes-vito-tour.extra/,MERCEDES VITO TOUR.EXTRA,Diesel,manuel,2143.0,Combi,6.2 l/100km,154 g/km,9.0,4,442,1839,27.33877182006836,13.42699146270752,1839
LLD Pro - RENAULT CAPTUR BUSINESS - DCI 90 EDC (27442) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/ca009e165093ca7d3aa94d31811dc67d1e6560c6/renault-captur-business/,RENAULT CAPTUR BUSINESS,Diesel,manuel,1461.0,SUV 4x2,4.3 l/100km,113 g/km,5.0,5,313,914,28.307418823242188,-29.21187973022461,914
LLD Pro - OPEL CROSSLANDX INN° - 1.2T 110 4X2 BA (17546) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/72b70cd91885a4320d42bc590db48ff6a8ad358e/opel-crosslandx-inn/,OPEL CROSSLANDX INN°,Eurosuper (Sans plomb),manuel,1199.0,SUV 4x2,5.6 l/100km,127 g/km,6.0,5,306,1394,-35.76038360595703,-6.493203639984131,1394
LLD Pro - BMW 530E IP.BERLINE - LOUNGE BVA8 (14009) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/8b8913251c22515cc7f06fd70806be9e5caf69f3/bmw-530e-ip.berline/,BMW 530E IP.BERLINE,Eurosuper (Sans plomb),manuel,1998.0,Tri-corps 4 portes,5 l/100km,44 g/km,8.0,4,724,3293,5.831121921539307,36.979957580566406,3293
LLD Pro - KIA SPORTAGE DESIGN - 1.6CRDI115 4X2 (02488) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/bf093a9862f145ba97e410f70f751140705d1c74/kia-sportage-design/,KIA SPORTAGE DESIGN,Diesel,manuel,1598.0,SUV 4x2,4.8 l/100km,126 g/km,6.0,5,366,2061,-17.27775764465332,-35.50615692138672,2061
LLD Pro - NISSAN QASHQAI ACENTA - DIG-T163 (05678) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/20e4858826725b8c462594f585e8ed37689aa5d9/nissan-qashqai-acenta/,NISSAN QASHQAI ACENTA,Eurosuper (Sans plomb),manuel,1618.0,SUV 4x2,5.8 l/100km,134 g/km,9.0,5,357,1340,-17.71379852294922,-36.362247467041016,1340
LLD Pro - AUDI A1 3P BUSINESS - 1.0TFSI 82 BVM5 (11575) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/02bbb77d8b93619e58c3c5891289ab71ec2cb921/audi-a1-3p-business/,AUDI A1 3P BUSINESS,Eurosuper (Sans plomb),manuel,999.0,Berline 3 portes,4.2 l/100km,97 g/km,4.0,3,266,3978,-36.090171813964844,26.946292877197266,3978
LLD Pro - MERCEDES V COMPACT - 220D 4MATIC BA7 (08362) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/9b870165bf57521774fc3d9cebb11504457faf36/mercedes-v-compact/,MERCEDES V COMPACT,Diesel,manuel,2143.0,Monospace 5 portes,6.6 l/100km,199 g/km,10.0,4,651,1816,26.96209716796875,18.865514755249023,1816
LLD Pro - LAND ROVER VELAR R-DYNAM-S - D240 BVA (01413) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/2124c26660512b2ebfcb53daa6786773d3259bc4/land-rover-velar-r-dynam-s/,LAND ROVER VELAR R-DYNAM-S,Diesel,manuel,1999.0,SUV 4x4,6.5 l/100km,165 g/km,15.0,5,929,2139,15.041543960571289,42.61618423461914,2139
LLD Pro - BMW 320D 4P - BUS.DESIGN BVM6 (13989) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/aef7a467f763e87c3dbf520cd6aedf28e65475c5/bmw-320d-4p/,BMW 320D 4P,Diesel,manuel,1995.0,Tri-corps 4 portes,4.8 l/100km,119 g/km,10.0,4,570,3463,1.1180241107940674,17.80401611328125,3463
LLD Pro - BMW 420D GRANCOUPE - LUXURY BVA8 (12473) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/747b351ce106a6465ba06627d291deb9dbdcff7f/bmw-420d-grancoupe/,BMW 420D GRANCOUPE,Diesel,manuel,1995.0,Berline 5 portes,4.8 l/100km,118 g/km,10.0,5,795,3550,11.628600120544434,38.947452545166016,3550
LLD Pro - LAND ROVER RANGE SPORT SE - SDV6 249 (01526) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/c6b50f0e1cd7e940716d8e37334ff4c2a52002f6/land-rover-range-sport-se/,LAND ROVER RANGE SPORT SE,Diesel,manuel,2993.0,SUV 4x4,7.5 l/100km,197 g/km,16.0,5,1145,2131,50.75439453125,8.757133483886719,2131
LLD Pro - FORD FIESTA 3P TR.BU - NAV 1.1 70CH (13146) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/225ac0a2a1bd24e4a34c528cf03b9d94070a3727/ford-fiesta-3p-tr.bu/,FORD FIESTA 3P TR.BU,Eurosuper (Sans plomb),manuel,1084.0,Berline 3 portes,5.1 l/100km,115 g/km,4.0,3,196,2776,-47.02931594848633,23.67596435546875,2776
LLD Pro - BMW 435D XDRIV.COUP - M-SPORT BVA8 (12380) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/f573a1151d22d6251d14fd216eaddd26e97af0ae/bmw-435d-xdriv.coup/,BMW 435D XDRIV.COUP,Diesel,manuel,2993.0,Coupé 3 portes,6.2 l/100km,157 g/km,20.0,2,1025,3230,49.80405044555664,9.899624824523926,3230
LLD Pro - OPEL CORSA 5P DES.E° - 1.4T100 S/S BM6 (17753) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/3fe0ff9f6d7c97d9a5d9e3357bf7df7f0cac9ba1/opel-corsa-5p-des.e/,OPEL CORSA 5P DES.E°,Eurosuper (Sans plomb),manuel,1398.0,Berline 5 portes,5.6 l/100km,128 g/km,6.0,5,349,1403,22.73200035095215,-16.68549919128418,1403
LLD Pro - SUZUKI VITARA COPPER E - 1.6VVT (00478) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/98bf9591bb1cb6b7579cf71b1c7153666d11fa34/suzuki-vitara-copper-e/,SUZUKI VITARA COPPER E,Eurosuper (Sans plomb),manuel,1586.0,SUV 4x2,5.3 l/100km,123 g/km,6.0,5,250,764,-25.85607147216797,-35.80758285522461,764
LLD Pro - NISSAN QASHQAI ACENTA - DCI130 (05663) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/1696e2fe9fc12f24521b4154e332c1aacb44bfb9/nissan-qashqai-acenta/,NISSAN QASHQAI ACENTA,Diesel,manuel,1598.0,SUV 4x2,4.4 l/100km,116 g/km,7.0,5,372,1333,-17.064876556396484,-34.756500244140625,1333
LLD Pro - LAND ROVER DISCOVERY SPORT - LAN.TD4 180 BVA (01586) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/4bb9ff446950ec54e39ba51bb95452ae25df9fbf/land-rover-discovery-sport/,LAND ROVER DISCOVERY SPORT,Diesel,manuel,1999.0,SUV 4x4,6.4 l/100km,158 g/km,11.0,5,622,2019,6.191850185394287,23.541370391845703,2019
LLD Pro - SKODA KODIAQ 5P SCOUT - TDI150 4X4 BVM6 (03500) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/99b462d5f013c7b3a6dbad5e3c05e01fc25048c2/skoda-kodiaq-5p-scout/,SKODA KODIAQ 5P SCOUT,Diesel,manuel,1968.0,SUV 4x4,5.4 l/100km,142 g/km,8.0,5,505,660,-3.3076229095458984,8.014229774475098,660
LLD Pro - SUZUKI IGNIS AVANTAGE - 1.2 DUALJET (00468) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/608460e3f9ed618e6c3acfbf9703ee55bdd90c35/suzuki-ignis-avantage/,SUZUKI IGNIS AVANTAGE,Eurosuper (Sans plomb),manuel,1242.0,SUV 4x2,4.7 l/100km,107 g/km,5.0,5,189,14,-45.57447052001953,-7.557084560394287,14
LLD Pro - NISSAN XTRAIL 7P BUSIN - DCI 130 XTRONIC (05924) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/97909b255db8b851e90afeddfeab74ca1eea15d0/nissan-xtrail-7p-busin/,NISSAN XTRAIL 7P BUSIN,Diesel,automatique,1598.0,SUV 4x2,5.1 l/100km,135 g/km,7.0,5,436,1278,-9.68189525604248,-35.15806198120117,1278
LLD Pro - BMW 218D XD.GRANTOU - BUSINESS DE.BVM (13888) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/0fc27962db145deea129252aacd9ecce84364bda/bmw-218d-xd.grantou/,BMW 218D XD.GRANTOU,Diesel,manuel,1995.0,Mini monospace 5 portes,5.2 l/100km,133 g/km,8.0,5,523,3774,0.06673017889261246,10.87376880645752,3774
LLD Pro - CITROEN C-ELYSEE LIVE - PURETECH 110 BM (12535) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/0596ab2f1ddc3fa9bac817346788590f290a7135/citroen-c-elysee-live/,CITROEN C-ELYSEE LIVE,Eurosuper (Sans plomb),manuel,1199.0,Tri-corps 4 portes,4.9 l/100km,113 g/km,4.0,4,217,2991,-42.25700378417969,-6.19386625289917,2991
LLD Pro - SEAT LEON 5P XCELLEN - 2.0TDI184 DSG7 (03600) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/75c9160577ddec19bf7c321471c453d4c5dd96e9/seat-leon-5p-xcellen/,SEAT LEON 5P XCELLEN,Diesel,manuel,1968.0,Berline 5 portes,4.5 l/100km,111 g/km,9.0,5,427,861,-3.027902603149414,-0.11856374144554138,861
LLD Pro - BMW 220D COUPE F22 - LOUNGE BVA8 (13090) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/553c2b945a5115aa835d29ee28c9eba8f979a576/bmw-220d-coupe-f22/,BMW 220D COUPE F22,Diesel,manuel,1995.0,Coupé 3 portes,4.5 l/100km,120 g/km,10.0,2,596,3842,2.843116044998169,21.1535701751709,3842
LLD Pro - LEXUS CT 200H - LUXE (00272) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/7092defe4cb1bce6cb29833bedd4ab94fbd7dc87/lexus-ct-200h/,LEXUS CT 200H,Eurosuper (Sans plomb),automatique,1798.0,Berline 5 portes,4.2 l/100km,93 g/km,5.0,5,520,2160,-10.142722129821777,0.0665641725063324,2160
LLD Pro - OPEL GRANDLANDX ULTI - 1.5D 130 4X2 BM (18175) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/75ceeee1ec87a8f8f41569fdb919f1c4556c29fe/opel-grandlandx-ulti/,OPEL GRANDLANDX ULTI,Diesel,manuel,1499.0,SUV 4x2,4.2 l/100km,110 g/km,7.0,5,444,1426,13.623884201049805,-35.483192443847656,1426
LLD Pro - MITSUBISHI PAJERO 3P INTEN - 3.2DID190 BA E6 (00589) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/7f955e3bb984758f6ae99876499f40733dde01f6/mitsubishi-pajero-3p-inten/,MITSUBISHI PAJERO 3P INTEN,Diesel,manuel,3200.0,SUV 4x4,9 l/100km,238 g/km,13.0,3,714,1474,45.593223571777344,8.220952987670898,1474
LLD Pro - SUZUKI S-CROSS PRIVILE - 1.6DDIS (00463) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/d37e5a54d97eed010e7c52476d128bd3553ae822/suzuki-s-cross-privile/,SUZUKI S-CROSS PRIVILE,Diesel,manuel,1598.0,SUV 4x2,4.1 l/100km,106 g/km,6.0,5,295,18,-23.676433563232422,-34.931541442871094,18
LLD Pro - MERCEDES V EXTRA-LONG - 200D 4MATIC BA7 (08376) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/d1e55dc64a856547f167aee1a0e2a5d21f24150c/mercedes-v-extra-long/,MERCEDES V EXTRA-LONG,Diesel,manuel,2143.0,Monospace 5 portes,6.7 l/100km,199 g/km,8.0,4,659,1621,26.89006233215332,19.000713348388672,1621
LLD Pro - TOYOTA AURIS TOURING S - DESIGN HYBRIDE (03837) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/1b75b4ed0ed7b5af5c8b00673bf3ebc744f67c45/toyota-auris-touring-s/,TOYOTA AURIS TOURING S,Eurosuper (Sans plomb),automatique,1798.0,Break 5 portes,4.3 l/100km,90 g/km,5.0,5,344,509,-9.488503456115723,-1.481217384338379,509
LLD Pro - KIA CEED 5P MOTION - 1.0T-GDI120 ISG (02342) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/0c0f4b58ae1548ab9b247ad28ef41d414022653a/kia-ceed-5p-motion/,KIA CEED 5P MOTION,Eurosuper (Sans plomb),manuel,998.0,Berline 5 portes,5.3 l/100km,125 g/km,6.0,5,292,2001,-34.47527313232422,30.831836700439453,2001
LLD Pro - OPEL GRANDLANDX INN° - 1.5D 130 4X2 BA (18172) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/9c5b101b7294851a79b4f063102bc4dde78c186a/opel-grandlandx-inn/,OPEL GRANDLANDX INN°,Diesel,manuel,1499.0,SUV 4x2,4.2 l/100km,109 g/km,7.0,5,377,1430,21.24890899658203,-33.70952224731445,1430
LLD Pro - VOLVO S90 R-DESIGN - T4 190 GEATRO.8 (06448) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/1911e0f88c6f991b75e3504d447a12e8eeed7ed5/volvo-s90-r-design/,VOLVO S90 R-DESIGN,Eurosuper (Sans plomb),manuel,1969.0,Tri-corps 4 portes,6.7 l/100km,155 g/km,11.0,4,769,120,12.698394775390625,35.592464447021484,120
LLD Pro - LEXUS NX 300H LUXE - 4WD (00282) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/8d6f8f97d7280955b8842b016ed55fccddf5947e/lexus-nx-300h-luxe/,LEXUS NX 300H LUXE,Eurosuper (Sans plomb),automatique,2494.0,SUV 4x4,5.9 l/100km,130 g/km,8.0,5,881,1883,34.23482131958008,15.353157043457031,1883
LLD Pro - MINI CABRIO CHILI - 136 BVA7 (02293) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/5a42c1606b0c3018f079bb8ee7a974ef64113b62/mini-cabrio-chili/,MINI CABRIO CHILI,Eurosuper (Sans plomb),manuel,1499.0,Cabriolet 2 portes,5.4 l/100km,117 g/km,7.0,2,444,1513,13.756461143493652,-34.88294982910156,1513
LLD Pro - BMW 318D TOURING - BUS.DESIGN BVM6 (13972) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/466f5b975231d1cd49e5dcc524f621f50e01d559/bmw-318d-touring/,BMW 318D TOURING,Diesel,manuel,1995.0,Break 5 portes,4.7 l/100km,115 g/km,8.0,5,560,3432,0.1284569948911667,16.86655616760254,3432
LLD Pro - KIA PICANTO 5P DESI - 1.0 MPI 67 MY19 (02299) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/1efd541411dfc87245e3dd9be750809b66ab72df/kia-picanto-5p-desi/,KIA PICANTO 5P DESI,Eurosuper (Sans plomb),manuel,998.0,Micro 5 portes,4.9 l/100km,113 g/km,4.0,5,214,2007,-42.74930191040039,22.456247329711914,2007
LLD Pro - LAND ROVER DISCOVERY SPORT - SE SD4 240 BVA (01595) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/8ad1918b62e03198927d32196c1ded5e289a6341/land-rover-discovery-sport/,LAND ROVER DISCOVERY SPORT,Diesel,manuel,1999.0,SUV 4x4,6.8 l/100km,181 g/km,16.0,5,656,2015,7.6435441970825195,25.439828872680664,2015
LLD Pro - BMW 430I COUPE - LOUNGE BVA8 (12390) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/5a38231b7fa8b33b72b4724818db332d1f47ea12/bmw-430i-coupe/,BMW 430I COUPE,Eurosuper (Sans plomb),manuel,1997.0,Coupé 3 portes,6 l/100km,137 g/km,15.0,2,768,3249,11.452631950378418,36.790340423583984,3249
LLD Pro - JAGUAR XF 4P BUSIN.SPO - 2.0D 180 BVM6 (01058) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/8019b5fbec1e960aa4ce873191bdfba79d3659a3/jaguar-xf-4p-busin.spo/,JAGUAR XF 4P BUSIN.SPO,Diesel,manuel,1999.0,Tri-corps 4 portes,5 l/100km,128 g/km,10.0,4,802,2174,12.302817344665527,39.132408142089844,2174
LLD Pro - TOYOTA HILUX DC LEGEND - SPORT 2.4D4D (04837) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/de61b64a825bba8106d9e54b2b67452760262b44/toyota-hilux-dc-legend/,TOYOTA HILUX DC LEGEND,Diesel,manuel,2393.0,SUV 4x4,7 l/100km,185 g/km,8.0,4,524,567,31.33277130126953,15.171854972839355,567
LLD Pro - BMW 530I BERLINE - SPORT BVA8 (14121) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/52d21795642c3c33f43c37b1a4cdb0836201a258/bmw-530i-berline/,BMW 530I BERLINE,Eurosuper (Sans plomb),manuel,1998.0,Tri-corps 4 portes,5.9 l/100km,132 g/km,15.0,4,725,3273,9.394445419311523,32.67155456542969,3273
LLD Pro - CITROEN GR.C4 SPAC.RIP - PURETEC.130 BVM (17099) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/0811880a7b73e2d693cb65c2f3e0549679b96b48/citroen-gr.c4-spac.rip/,CITROEN GR.C4 SPAC.RIP,Eurosuper (Sans plomb),manuel,1199.0,Mini monospace 5 portes,5 l/100km,114 g/km,7.0,5,339,3181,-33.304019927978516,-7.528858661651611,3181
LLD Pro - FORD GALAXY TITANIUM - ECOB.190IAWD BA (14753) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/9ef1f190565c8130e15ddce87db8afd91796be26/ford-galaxy-titanium/,FORD GALAXY TITANIUM,Diesel,manuel,1997.0,Monospace 5 portes,6.1 l/100km,159 g/km,11.0,5,467,2804,1.5618659257888794,3.94710111618042,2804
LLD Pro - LAND ROVER EVOQUE 5P HSE - DYNA.TD4 150BVM (01512) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/a62118ebda02061d0b42819dd070808e7569cb14/land-rover-evoque-5p-hse/,LAND ROVER EVOQUE 5P HSE,Diesel,manuel,1999.0,SUV 4x4,5.9 l/100km,154 g/km,8.0,5,702,2106,9.551945686340332,30.162139892578125,2106
LLD Pro - NISSAN NV300 COMBI N-C - L2H1 DCI95 (04670) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/347c172b430740bfe49c9776365db88b1d6d6c9b/nissan-nv300-combi-n-c/,NISSAN NV300 COMBI N-C,Diesel,manuel,1598.0,Combi,6 l/100km,155 g/km,6.0,5,371,1304,-16.137359619140625,-37.081382751464844,1304
LLD Pro - CITROEN BERLINGO MUL.7P - SHINE BHDI 120 (08199) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/383e126bff8c5bbbff2e6f485006bd9b2415bd52/citroen-berlingo-mul.7p/,CITROEN BERLINGO MUL.7P,Diesel,manuel,1560.0,Mini monospace 5 portes,4.4 l/100km,115 g/km,6.0,5,304,3112,-24.462602615356445,-33.63982009887695,3112
LLD Pro - VOLVO XC40 R-DESIGN - T4 190 GEARTRON (06358) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/cdd815f9faa9161031deb54d6d3141f2ce2ce091/volvo-xc40-r-design/,VOLVO XC40 R-DESIGN,Eurosuper (Sans plomb),manuel,1969.0,SUV 4x2,6.6 l/100km,154 g/km,11.0,5,550,193,4.025630474090576,12.126618385314941,193
LLD Pro - BMW X2 SDRIVE 1.8D - LOUNGE+BVM6 (14019) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/e7b87abbe99cdb9016449f7492e78fd0f41a2c46/bmw-x2-sdrive-1.8d/,BMW X2 SDRIVE 1.8D,Diesel,manuel,1995.0,SUV 4x2,4.5 l/100km,119 g/km,8.0,5,587,3014,2.342977523803711,20.072160720825195,3014
LLD Pro - LAND ROVER EVOQUE 5P HSE - TD4 150 BVA (01494) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/7cb01da02fc1476057373d0916c28782519f935a/land-rover-evoque-5p-hse/,LAND ROVER EVOQUE 5P HSE,Diesel,manuel,1999.0,SUV 4x4,6.2 l/100km,164 g/km,8.0,5,691,2107,9.476099967956543,29.24689483642578,2107
LLD Pro - OPEL COMBO LIFE L1H1 - ENJOY 1.5D 130 (17609) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/3033840b605254bc6b35a3d7a30fed1fa6d69d0b/opel-combo-life-l1h1/,OPEL COMBO LIFE L1H1,Diesel,manuel,1499.0,Mini monospace 5 portes,4.3 l/100km,114 g/km,7.0,5,347,1387,24.43809700012207,-33.503257751464844,1387
LLD Pro - BMW 418D GRANCOUPE - LUXURY BVA8 (12459) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/d1d2effc98c3e7985e3128774fb22ead9d53b52e/bmw-418d-grancoupe/,BMW 418D GRANCOUPE,Diesel,manuel,1995.0,Berline 5 portes,4.6 l/100km,119 g/km,8.0,5,752,3361,9.622920036315918,35.56776809692383,3361
LLD Pro - BMW 320I TOURING - SPORT ULTI.BVM6 (13782) | LeasePlan,https://www.leaseplan.com/fr-fr/lld-pro/nos-vehicules/0d8991e285fa505f055e9023923aa26f883a4209/bmw-320i-touring/,BMW 320I TOURING,Eurosuper (Sans plomb),manuel,1998.0,Break 5 portes,6.7 l/100km,147 g/km,10.0,5,607,3480,5.306603908538818,22.460681915283203,3480
